gender,overall_val_mae,n_events,"ValMAE_10,000 Meters",ValMAE_100 Meters,ValMAE_1000 Meters,ValMAE_110 Hurdles,ValMAE_1500 Meters,ValMAE_200 Meters,ValMAE_300 Meters,ValMAE_3000 Meters,ValMAE_3000 Steeplechase,ValMAE_400 Hurdles,ValMAE_400 Meters,ValMAE_500 Meters,ValMAE_5000 Meters,ValMAE_55 Meters,ValMAE_60 Hurdles,ValMAE_60 Meters,ValMAE_600 Meters,ValMAE_800 Meters,ValMAE_Discus,ValMAE_Hammer,ValMAE_High Jump,ValMAE_Javelin,ValMAE_Long Jump,ValMAE_Mile,ValMAE_Pole Vault,ValMAE_Shot Put,ValMAE_Triple Jump,ValMAE_Weight Throw,ValMAE_100 Hurdles
Men,9.123820304870605,28,104.606201171875,0.2638219892978668,5.984575271606445,0.5341521501541138,8.234711647033691,0.5029069781303406,1.2112312316894531,28.482040405273438,31.61704444885254,1.908664584159851,1.2233144044876099,2.9760396480560303,48.678897857666016,0.22100944817066193,0.24131858348846436,0.14380648732185364,3.6535816192626953,4.120453357696533,2.407289981842041,2.897773504257202,0.06064976006746292,3.4011998176574707,0.24864713847637177,7.79336404800415,0.19230999052524567,0.6766765713691711,0.5110786557197571,0.9393377304077148,
Women,11.313777923583984,28,156.35008239746094,0.3253289461135864,11.79095458984375,,12.689449310302734,0.6653288006782532,2.160993814468384,39.189727783203125,45.77809143066406,2.4331748485565186,1.866216778755188,4.304469108581543,69.81468200683594,0.25285837054252625,0.3021320104598999,0.2113550305366516,6.248776435852051,6.053335189819336,2.7607924938201904,2.840592861175537,0.05448213219642639,2.635310411453247,0.21236364543437958,15.464864730834961,0.1689523458480835,0.599129855632782,0.4047755300998688,0.9929988384246826,0.614103376865387
